category,title,cash_price,link,store,created_at
notebooks,"Notebook Lenovo IdeaPad 3 Ryzen 5 8Gb Ssd 256Gb 15.6"" Win11",483999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46118-notebook-lenovo-ideapad-3-ryzen-5-8gb-ssd-256gb-15.6-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Ideapad 3 Ryzen 5 8Gb Ssd 512Gb 15.6"" Win11",692989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46119-notebook-lenovo-ideapad-3-ryzen-5-8gb-ssd-512gb-15.6-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 3 Ryzen 7 16Gb Ssd 512Gb 15"" Win11",719849.0,https://www.mexx.com.ar/productos-rubro/notebooks/46120-notebook-lenovo-ideapad-3-ryzen-7-16gb-ssd-512gb-15-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Ideapad 3 Core i3 8Gb Ssd 256Gb 14"" Win11",509999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46140-notebook-lenovo-ideapad-3-core-i3-8gb-ssd-256gb-14-win11.html,mexx,2023-09-04 10:43:22
notebooks,Notebook Lenovo Legion 5 Core i5 16Gb Ssd 512Gb RTX3060 6Gb Win11,969999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46036-notebook-lenovo-legion-5-core-i5-16gb-ssd-512gb-rtx3060-6gb-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Legion 5 Pro Core i7 16Gb Ssd 512Gb GTX3050Ti 4Gb 16"" Win11",1200999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46034-notebook-lenovo-legion-5-pro-core-i7-16gb-ssd-512gb-gtx3050ti-4gb-16-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 3 Core i5 8Gb Ssd 256Gb 15.6"" W11",615599.0,https://www.mexx.com.ar/productos-rubro/notebooks/46121-notebook-lenovo-ideapad-3-core-i5-8gb-ssd-256gb-15.6-w11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Ideapad 3 Core i5 16Gb Ssd 256Gb 1Tb GTX1650 4Gb 15.6"" W11",729999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46037-notebook-lenovo-ideapad-3-core-i5-16gb-ssd-256gb-1tb-gtx1650-4gb-15.6-w11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Ideapad 3 Core i5 16Gb Ssd 480Gb 1Tb GTX1650 4Gb 15.6"" W11",751989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46226-notebook-lenovo-ideapad-3-core-i5-16gb-ssd-480gb-1tb-gtx1650-4gb-15.6-w11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Ideapad 3 Core i5 16Gb Ssd 960Gb 1Tb GTX1650 4Gb 15.6"" W11",800989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46227-notebook-lenovo-ideapad-3-core-i5-16gb-ssd-960gb-1tb-gtx1650-4gb-15.6-w11#.html,mexx,2023-09-04 10:43:22
